start_time,coinbase_premium_gap,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index,coinbase_premium_index_usdt_adjusted,datetime
1736280000000,-82.42,-13.6824628,-0.08537982,-0.01416373,2025-01-07 20:00:00
1736283600000,-30.49,-0.5746218,-0.03159546,-0.00059527,2025-01-07 21:00:00
1736287200000,-11.18,-36.12005552,-0.01150632,-0.03718386,2025-01-07 22:00:00
1736290800000,-12.63,-58.96072993,-0.01302671,-0.06084177,2025-01-07 23:00:00
1736294400000,-24.63,-10.66905363,-0.02532166,-0.01096709,2025-01-08 00:00:00
1736298000000,-18.85,5.3767875,-0.01945161,0.005547,2025-01-08 01:00:00
1736301600000,-24.21,-80.78392742,-0.02499016,-0.08343585,2025-01-08 02:00:00
1736305200000,-9.99,-87.8839059,-0.01034963,-0.0911211,2025-01-08 03:00:00
1736308800000,-21.81,-65.29733168,-0.0226539,-0.06785454,2025-01-08 04:00:00
1736312400000,-17.24,-27.32437997,-0.01786676,-0.02832072,2025-01-08 05:00:00
1736316000000,-25.58,-25.56570735,-0.02684597,-0.02683097,2025-01-08 06:00:00
1736319600000,-36.15,-8.4094439,-0.03779124,-0.00878869,2025-01-08 07:00:00
1736323200000,-36.83,-74.74977417,-0.03838618,-0.07793897,2025-01-08 08:00:00
1736326800000,-32.71,-7.57204088,-0.03427542,-0.00793233,2025-01-08 09:00:00
1736330400000,-37.99,-9.22760348,-0.03958899,-0.00961311,2025-01-08 10:00:00
1736334000000,-36.61,-14.19050475,-0.03848219,-0.01491267,2025-01-08 11:00:00
1736337600000,-35.29,-68.67160192,-0.03719121,-0.07239667,2025-01-08 12:00:00
1736341200000,-29.54,-7.14669832,-0.03096955,-0.0074908,2025-01-08 13:00:00
1736344800000,-29.64,-88.87293278,-0.0311057,-0.09332567,2025-01-08 14:00:00
1736348400000,-29.4,-19.19267092,-0.03078735,-0.0200962,2025-01-08 15:00:00
1736352000000,-47.51,-13.54940194,-0.05012245,-0.01428933,2025-01-08 16:00:00
1736355600000,-23.59,-8.24605079,-0.02508752,-0.00876809,2025-01-08 17:00:00
1736359200000,-11.37,8.4209481,-0.01206461,0.00893352,2025-01-08 18:00:00
1736362800000,-30.32,-2.046833,-0.03217185,-0.0021712,2025-01-08 19:00:00
1736366400000,-31.76,-6.5141526,-0.03379442,-0.00692956,2025-01-08 20:00:00
1736370000000,-32.43,2.5235189,-0.03432873,0.00267028,2025-01-08 21:00:00
1736373600000,-24.35,2.3314604,-0.02555332,0.00244599,2025-01-08 22:00:00
1736377200000,-23.98,-3.0666658,-0.02522601,-0.0032253,2025-01-08 23:00:00
1736380800000,-29.47,-59.40337079,-0.03097693,-0.06246058,2025-01-09 00:00:00
1736384400000,-30.53,-5.64613884,-0.03214232,-0.00594276,2025-01-09 01:00:00
1736388000000,-37.62,-33.21286997,-0.03969318,-0.03504155,2025-01-09 02:00:00
1736391600000,-49.3,-8.868003,-0.05243125,-0.00942719,2025-01-09 03:00:00
1736395200000,-55.04,-11.6048496,-0.05829012,-0.01228446,2025-01-09 04:00:00
1736398800000,-47.73,3.2851932,-0.0505226,0.00347553,2025-01-09 05:00:00
1736402400000,-43.08,0.2037138,-0.0457835,0.0002164,2025-01-09 06:00:00
1736406000000,-41.82,-9.33973361,-0.04486085,-0.01001536,2025-01-09 07:00:00
1736409600000,-40.01,-169.44850097,-0.04300723,-0.18239565,2025-01-09 08:00:00
1736413200000,-46.19,-140.6389807,-0.04939229,-0.15054118,2025-01-09 09:00:00
1736416800000,-50.2,6.49617929,-0.05371142,0.00694636,2025-01-09 10:00:00
1736420400000,-57.71,-12.08962124,-0.06174489,-0.01292857,2025-01-09 11:00:00
1736424000000,-50.72,1.60376016,-0.05429132,0.00171572,2025-01-09 12:00:00
1736427600000,-43.13,-66.2369887,-0.04688736,-0.07202544,2025-01-09 13:00:00
1736431200000,-45.82,-169.78945845,-0.04934108,-0.18308116,2025-01-09 14:00:00
1736434800000,-26.93,-1.92423417,-0.02857476,-0.00204122,2025-01-09 15:00:00
1736438400000,-11.38,-37.75424334,-0.01207415,-0.04006836,2025-01-09 16:00:00
1736442000000,-3.05,-115.07055037,-0.00329043,-0.12429145,2025-01-09 17:00:00
1736445600000,-3.12,2.4612066,-0.00335411,0.00264573,2025-01-09 18:00:00
1736449200000,-6.94,-4.25623997,-0.0075509,-0.00463076,2025-01-09 19:00:00
1736452800000,-32.16,-24.8077424,-0.03499333,-0.02699117,2025-01-09 20:00:00
1736456400000,-3.83,-155.84274518,-0.00415812,-0.16947336,2025-01-09 21:00:00
1736460000000,-2.81,-7.21092083,-0.00303927,-0.00779964,2025-01-09 22:00:00
1736463600000,-5.05,-137.96648194,-0.00545636,-0.14928244,2025-01-09 23:00:00
1736467200000,-3.62,-140.39663764,-0.00390188,-0.15155198,2025-01-10 00:00:00
1736470800000,-6.97,-161.51087295,-0.00748637,-0.17376432,2025-01-10 01:00:00
1736474400000,-0.25,-143.98069765,-0.00026777,-0.15445117,2025-01-10 02:00:00
1736478000000,4.68,20.6083421,0.00499487,0.02199113,2025-01-10 03:00:00
1736481600000,5.32,-45.93602303,0.00566936,-0.04897938,2025-01-10 04:00:00
1736485200000,10.19,17.86251474,0.01084541,0.01900985,2025-01-10 05:00:00
1736488800000,-11.88,-3.67152104,-0.0126044,-0.00389506,2025-01-10 06:00:00
1736492400000,-6.03,-1.38946694,-0.00638145,-0.00147038,2025-01-10 07:00:00
1736496000000,-5.49,-20.14835915,-0.00579848,-0.02128377,2025-01-10 08:00:00
1736499600000,2.85,7.589654,0.00300655,0.00800615,2025-01-10 09:00:00
1736503200000,-1.96,6.29139516,-0.00205848,0.00660694,2025-01-10 10:00:00
1736506800000,9.57,23.76929443,0.01006585,0.02499711,2025-01-10 11:00:00
1736510400000,-5.13,-17.58567252,-0.00539867,-0.01850909,2025-01-10 12:00:00
1736514000000,-18.3,-57.83634983,-0.01956022,-0.06184534,2025-01-10 13:00:00
1736517600000,-20.47,-4.01670556,-0.02174984,-0.0042671,2025-01-10 14:00:00
1736521200000,-10.87,3.65266874,-0.01159703,0.00389637,2025-01-10 15:00:00
1736524800000,0.11,16.09895584,0.00011746,0.01718853,2025-01-10 16:00:00
1736528400000,11.79,-43.14731418,0.01230778,-0.04506805,2025-01-10 17:00:00
1736532000000,-3.08,-4.36442633,-0.00324683,-0.0046009,2025-01-10 18:00:00
1736535600000,6.04,-50.12289067,0.00633608,-0.0526109,2025-01-10 19:00:00
1736539200000,0.24,-17.58011997,0.00025351,-0.01857299,2025-01-10 20:00:00
1736542800000,-3.81,0.79482736,-0.00402692,0.00084004,2025-01-10 21:00:00
1736546400000,-19.06,-4.844845,-0.02011234,-0.00511157,2025-01-10 22:00:00
1736550000000,-24.93,-5.0375169,-0.02631798,-0.00531686,2025-01-10 23:00:00
1736553600000,-23.42,-10.1759034,-0.02475669,-0.01075518,2025-01-11 00:00:00
1736557200000,-8.62,0.88569025,-0.00912901,0.0009379,2025-01-11 01:00:00
1736560800000,-34.11,-21.03224276,-0.0361242,-0.02227111,2025-01-11 02:00:00
1736564400000,-13.73,1.343112,-0.0145743,0.00142548,2025-01-11 03:00:00
1736568000000,-15.72,-27.06121088,-0.01671215,-0.02877262,2025-01-11 04:00:00
1736571600000,-24.5,-1.92371308,-0.02596255,-0.00203806,2025-01-11 05:00:00
1736575200000,-35.25,-127.5969996,-0.03741393,-0.13556267,2025-01-11 06:00:00
1736578800000,-28.88,-5.13934192,-0.03064309,-0.00545172,2025-01-11 07:00:00
1736582400000,-27.4,-118.70428743,-0.02912576,-0.12630323,2025-01-11 08:00:00
1736586000000,-32.31,-8.20033587,-0.03425229,-0.00869107,2025-01-11 09:00:00
1736589600000,-37.53,-35.08368341,-0.03971897,-0.03712901,2025-01-11 10:00:00
1736593200000,-51.97,-10.06029961,-0.05492168,-0.01062697,2025-01-11 11:00:00
1736596800000,-42.77,-1.25876361,-0.04523532,-0.00133074,2025-01-11 12:00:00
1736600400000,-38.39,-2.5179962,-0.04066737,-0.00266635,2025-01-11 13:00:00
1736604000000,-49.99,-182.458,-0.05283238,-0.19310235,2025-01-11 14:00:00
1736607600000,-30.71,4.2217962,-0.03252824,0.0044701,2025-01-11 15:00:00
1736611200000,-49.04,-18.96865671,-0.05192267,-0.02007728,2025-01-11 16:00:00
1736614800000,-45.37,-5.8263616,-0.04818828,-0.00618568,2025-01-11 17:00:00
1736618400000,-48.6,-5.52444879,-0.05155088,-0.0058572,2025-01-11 18:00:00
1736622000000,-59.09,-125.1031242,-0.06269545,-0.13282942,2025-01-11 19:00:00
1736625600000,-37.65,-61.03546984,-0.039805,-0.06454495,2025-01-11 20:00:00
1736629200000,-36.47,-5.59051781,-0.03841343,-0.00588651,2025-01-11 21:00:00
1736632800000,-43.97,-53.43505563,-0.04648296,-0.05649461,2025-01-11 22:00:00
1736636400000,-34.97,-53.83986001,-0.03696618,-0.05692453,2025-01-11 23:00:00
1736640000000,-37.58,6.8124729,-0.03978738,0.00720923,2025-01-12 00:00:00
1736643600000,-54.67,-63.2947502,-0.05780292,-0.06692802,2025-01-12 01:00:00
1736647200000,-44.13,-131.02815208,-0.0466366,-0.13859776,2025-01-12 02:00:00
1736650800000,-37.45,-141.92732296,-0.03957837,-0.15015898,2025-01-12 03:00:00
1736654400000,-52.65,-4.46309437,-0.05566246,-0.00471605,2025-01-12 04:00:00
1736658000000,-46.6,10.142858,-0.04927492,0.01071864,2025-01-12 05:00:00
1736661600000,-46.64,-29.57294272,-0.04941632,-0.03132765,2025-01-12 06:00:00
1736665200000,-48.68,8.8575485,-0.05160943,0.00938484,2025-01-12 07:00:00
1736668800000,-36.9,11.1323553,-0.03918445,0.01181552,2025-01-12 08:00:00
1736672400000,-43.81,5.20059528,-0.04665293,0.00553518,2025-01-12 09:00:00
1736676000000,-54.01,-1.46022632,-0.05744818,-0.00155231,2025-01-12 10:00:00
1736679600000,-45.89,9.720509,-0.04868702,0.01030689,2025-01-12 11:00:00
1736683200000,-45.9,-34.47496842,-0.04865989,-0.03654347,2025-01-12 12:00:00
1736686800000,-56.85,1.8415436,-0.06005465,0.00194415,2025-01-12 13:00:00
1736690400000,-53.83,-152.54342076,-0.05677611,-0.16105963,2025-01-12 14:00:00
1736694000000,-52.64,-1.301174,-0.05536862,-0.00136788,2025-01-12 15:00:00
1736697600000,-35.01,9.7323118,-0.0368345,0.01023468,2025-01-12 16:00:00
1736701200000,-46.29,7.40004582,-0.0486549,0.00777372,2025-01-12 17:00:00
1736704800000,-45.62,-29.01528653,-0.04802477,-0.03053943,2025-01-12 18:00:00
1736708400000,-45.71,5.4011404,-0.04829358,0.00570334,2025-01-12 19:00:00
1736712000000,-40.23,-13.46557754,-0.04248704,-0.01421702,2025-01-12 20:00:00
1736715600000,-49.78,-5.434231,-0.05275949,-0.00575678,2025-01-12 21:00:00
1736719200000,-55.73,-17.0050659,-0.05931064,-0.01809018,2025-01-12 22:00:00
1736722800000,-35.44,14.49680979,-0.03748477,0.01532513,2025-01-12 23:00:00
1736726400000,-45.19,-32.03032439,-0.04740603,-0.03359639,2025-01-13 00:00:00
1736730000000,-48.5,4.82362494,-0.05147636,0.00511674,2025-01-13 01:00:00
1736733600000,-42.97,5.0808893,-0.04560727,0.00538998,2025-01-13 02:00:00
1736737200000,-47.15,-90.88715195,-0.05001632,-0.09645705,2025-01-13 03:00:00
1736740800000,-57.18,-0.48272117,-0.0605058,-0.00051049,2025-01-13 04:00:00
1736744400000,-71.9,-13.5075506,-0.07634206,-0.01433317,2025-01-13 05:00:00
1736748000000,-68.87,-15.26447842,-0.07354969,-0.01629236,2025-01-13 06:00:00
1736751600000,-54.02,13.43516548,-0.05771969,0.01434496,2025-01-13 07:00:00
1736755200000,-61.0,-88.80380464,-0.06556383,-0.09547636,2025-01-13 08:00:00
1736758800000,-60.77,8.50948929,-0.06545191,0.00915825,2025-01-13 09:00:00
1736762400000,-92.0,-21.48286908,-0.10038741,-0.02342337,2025-01-13 10:00:00
1736766000000,-90.79,-128.36515608,-0.09993262,-0.14135005,2025-01-13 11:00:00
1736769600000,-90.83,-52.15367036,-0.10010801,-0.05745651,2025-01-13 12:00:00
1736773200000,-82.83,9.2127241,-0.09089073,0.01009906,2025-01-13 13:00:00
1736776800000,-32.09,-25.19701277,-0.03494385,-0.02743579,2025-01-13 14:00:00
1736780400000,-35.2,-75.1817075,-0.03820947,-0.08164489,2025-01-13 15:00:00
1736784000000,-53.71,-138.2737077,-0.05880022,-0.15151836,2025-01-13 16:00:00
1736787600000,-46.16,-5.08640234,-0.05018266,-0.00552719,2025-01-13 17:00:00
1736791200000,-48.35,-5.75303756,-0.05251003,-0.00624514,2025-01-13 18:00:00
1736794800000,-58.98,-4.5158138,-0.06389189,-0.00488901,2025-01-13 19:00:00
1736798400000,-11.03,13.70107682,-0.01178727,0.01463786,2025-01-13 20:00:00
1736802000000,-27.2,-9.31924979,-0.02887673,-0.00989185,2025-01-13 21:00:00
1736805600000,-28.91,-3.24642144,-0.03062501,-0.00343807,2025-01-13 22:00:00
1736809200000,-29.65,-138.92333263,-0.03136368,-0.14712254,2025-01-13 23:00:00
1736812800000,-33.6,3.2436003,-0.03556656,0.0034321,2025-01-14 00:00:00
1736816400000,-33.72,4.2138,-0.03555668,0.00444154,2025-01-14 01:00:00
1736820000000,-29.22,0.1936215,-0.03079594,0.000204,2025-01-14 02:00:00
1736823600000,-24.93,14.911788,-0.02628045,0.01571295,2025-01-14 03:00:00
1736827200000,-29.19,18.60929536,-0.03068781,0.01955435,2025-01-14 04:00:00
1736830800000,-37.36,-97.45231941,-0.03936109,-0.10273709,2025-01-14 05:00:00
1736834400000,-35.25,-99.00882918,-0.03709279,-0.10425469,2025-01-14 06:00:00
1736838000000,-35.98,6.7088,-0.03792798,0.00706884,2025-01-14 07:00:00
1736841600000,-20.51,9.23084821,-0.02147903,0.00966396,2025-01-14 08:00:00
1736845200000,-12.11,3.24119152,-0.01246405,0.00333542,2025-01-14 09:00:00
1736848800000,-47.78,-22.74222508,-0.04941204,-0.02351295,2025-01-14 10:00:00
1736852400000,-43.82,5.4195004,-0.04538673,0.00561041,2025-01-14 11:00:00
1736856000000,-42.43,2.68436,-0.04420344,0.00279524,2025-01-14 12:00:00
1736859600000,-47.09,-25.82960816,-0.048881,-0.02680608,2025-01-14 13:00:00
1736863200000,-39.8,-8.64420572,-0.04133193,-0.00897402,2025-01-14 14:00:00
1736866800000,-55.84,-41.17437977,-0.05788229,-0.0426738,2025-01-14 15:00:00
1736870400000,-54.91,-6.0798307,-0.05735,-0.00634676,2025-01-14 16:00:00
1736874000000,-41.72,-10.34165604,-0.04322064,-0.01071016,2025-01-14 17:00:00
1736877600000,-51.14,-2.7511,-0.0528427,-0.00284128,2025-01-14 18:00:00
1736881200000,-47.43,2.769656,-0.04913101,0.00286749,2025-01-14 19:00:00
1736884800000,-57.46,-15.27764702,-0.05954093,-0.01582401,2025-01-14 20:00:00
1736888400000,-38.29,-16.47931936,-0.03968448,-0.01707562,2025-01-14 21:00:00
1736892000000,-39.29,-12.01998062,-0.04063422,-0.01242771,2025-01-14 22:00:00
1736895600000,-25.9,-0.7941764,-0.02682246,-0.00082225,2025-01-14 23:00:00
1736899200000,-34.09,-5.023192,-0.03518446,-0.00518291,2025-01-15 00:00:00
1736902800000,-38.06,-97.75965447,-0.0390962,-0.10048278,2025-01-15 01:00:00
1736906400000,-48.71,-81.23029703,-0.05030774,-0.08392292,2025-01-15 02:00:00
1736910000000,-29.45,-1.80609889,-0.03026189,-0.00185536,2025-01-15 03:00:00
1736913600000,-38.31,1.71952586,-0.03941775,0.00176852,2025-01-15 04:00:00
1736917200000,-36.63,4.1225874,-0.03775122,0.00424699,2025-01-15 05:00:00
1736920800000,-46.24,3.25174999,-0.04761832,0.00334697,2025-01-15 06:00:00
1736924400000,-39.19,-19.69080946,-0.04027693,-0.02023288,2025-01-15 07:00:00
1736928000000,-36.01,-158.46637917,-0.03704646,-0.16323285,2025-01-15 08:00:00
1736931600000,-35.97,-20.12404836,-0.03715277,-0.02078237,2025-01-15 09:00:00
1736935200000,-30.36,4.5360924,-0.03132041,0.0046779,2025-01-15 10:00:00
1736938800000,-44.19,-3.5498844,-0.04566867,-0.00366713,2025-01-15 11:00:00
1736942400000,-47.13,1.47330738,-0.04861623,0.00151901,2025-01-15 12:00:00
1736946000000,1.35,1.1916576,0.00136413,0.00120413,2025-01-15 13:00:00
1736949600000,0.24,-63.19219317,0.00024137,-0.06359218,2025-01-15 14:00:00
1736953200000,-10.61,-28.00395812,-0.01071799,-0.02829396,2025-01-15 15:00:00
1736956800000,21.89,9.94024354,0.0221121,0.01004231,2025-01-15 16:00:00
1736960400000,1.09,-5.12664886,0.00110497,-0.00519736,2025-01-15 17:00:00
1736964000000,12.21,2.265386,0.012278,0.00227823,2025-01-15 18:00:00
1736967600000,20.15,9.23395708,0.0201813,0.00924931,2025-01-15 19:00:00
1736971200000,6.52,-9.41161966,0.00654839,-0.00945412,2025-01-15 20:00:00
1736974800000,19.83,-30.006,0.01989526,-0.0301198,2025-01-15 21:00:00
1736978400000,14.55,3.90159961,0.01459181,0.00391323,2025-01-15 22:00:00
1736982000000,12.88,10.79467999,0.01281626,0.01074148,2025-01-15 23:00:00
1736985600000,4.81,6.04238667,0.0048163,0.00605022,2025-01-16 00:00:00
1736989200000,10.8,27.88305632,0.01079111,0.02785536,2025-01-16 01:00:00
1736992800000,-9.28,6.85832961,-0.00931374,0.00688215,2025-01-16 02:00:00
1736996400000,-21.37,-5.4535152,-0.02148213,-0.00548125,2025-01-16 03:00:00
1737000000000,-4.99,8.0499451,-0.00500954,0.0080804,2025-01-16 04:00:00
1737003600000,-18.11,41.22410113,-0.0182226,0.04145564,2025-01-16 05:00:00
1737007200000,-22.68,34.64283248,-0.02272517,0.03469189,2025-01-16 06:00:00
1737010800000,-14.46,2.56587829,-0.01448898,0.00257058,2025-01-16 07:00:00
1737014400000,-24.86,2.56658953,-0.02512233,0.00259295,2025-01-16 08:00:00
1737018000000,-22.38,8.905724,-0.02257119,0.00897897,2025-01-16 09:00:00
1737021600000,-19.8,16.43205196,-0.01995681,0.01655614,2025-01-16 10:00:00
1737025200000,-16.79,28.08427421,-0.01693245,0.02830973,2025-01-16 11:00:00
1737028800000,-26.72,13.18294237,-0.02688343,0.01325825,2025-01-16 12:00:00
1737032400000,-18.72,12.98986532,-0.01889305,0.01310575,2025-01-16 13:00:00
1737036000000,-22.99,10.01787528,-0.02355077,0.01025876,2025-01-16 14:00:00
1737039600000,-25.57,7.58697709,-0.02575124,0.0076382,2025-01-16 15:00:00
1737043200000,-21.66,-13.56028882,-0.0218025,-0.01364839,2025-01-16 16:00:00
1737046800000,-4.24,8.37859307,-0.00424686,0.00839108,2025-01-16 17:00:00
1737050400000,-17.98,4.74412773,-0.01805507,0.00476285,2025-01-16 18:00:00
1737054000000,-14.0,1.35579822,-0.01394183,0.00134996,2025-01-16 19:00:00
1737057600000,4.46,8.96143139,0.00444471,0.00893031,2025-01-16 20:00:00
1737061200000,-26.72,-6.48127905,-0.02667812,-0.00646981,2025-01-16 21:00:00
1737064800000,-18.45,0.5192675,-0.01847989,0.00052001,2025-01-16 22:00:00
1737068400000,-5.52,-5.72797358,-0.0055207,-0.00572871,2025-01-16 23:00:00
1737072000000,1.65,4.6536174,0.00164801,0.00464787,2025-01-17 00:00:00
1737075600000,-18.38,-10.71993407,-0.01807991,-0.01054412,2025-01-17 01:00:00
1737079200000,-25.21,19.949348,-0.02493571,0.01972348,2025-01-17 02:00:00
1737082800000,-29.66,39.03900812,-0.0293513,0.03860643,2025-01-17 03:00:00
1737086400000,-18.69,15.89177919,-0.01841719,0.01565448,2025-01-17 04:00:00
1737090000000,-14.16,17.79670601,-0.01397359,0.01755688,2025-01-17 05:00:00
1737093600000,-10.87,56.78500768,-0.01071897,0.05595867,2025-01-17 06:00:00
1737097200000,-2.95,31.3155865,-0.00290811,0.03086046,2025-01-17 07:00:00
1737100800000,-28.63,6.8643062,-0.02803125,0.00671841,2025-01-17 08:00:00
1737104400000,-17.41,-3.03330176,-0.01709188,-0.00297746,2025-01-17 09:00:00
1737108000000,-22.05,-2.6089093,-0.02154972,-0.00254923,2025-01-17 10:00:00
1737111600000,-17.37,-1.50272448,-0.01698984,-0.00146961,2025-01-17 11:00:00
1737115200000,-4.6,12.15987695,-0.00447707,0.011833,2025-01-17 12:00:00
1737118800000,-29.08,-11.61123335,-0.02837789,-0.01132896,2025-01-17 13:00:00
1737122400000,43.13,44.72823857,0.04172029,0.04326562,2025-01-17 14:00:00
1737126000000,58.23,47.752,0.05599038,0.04592001,2025-01-17 15:00:00
1737129600000,69.14,18.52735966,0.06586467,0.01765818,2025-01-17 16:00:00
1737133200000,44.33,13.46096613,0.04257364,0.01293147,2025-01-17 17:00:00
1737136800000,74.27,116.52402082,0.0708442,0.1111044,2025-01-17 18:00:00
1737140400000,100.52,16.11770167,0.09497809,0.01524124,2025-01-17 19:00:00
1737144000000,39.6,17.60196988,0.03782499,0.01681652,2025-01-17 20:00:00
1737147600000,46.55,-0.8295577,0.04450096,-0.0007934,2025-01-17 21:00:00
1737151200000,37.43,0.8863635,0.03584892,0.00084922,2025-01-17 22:00:00
1737154800000,29.52,30.77309286,0.02836348,0.02956713,2025-01-17 23:00:00
1737158400000,46.71,10.217196,0.04463157,0.00976597,2025-01-18 00:00:00
1737162000000,41.91,-0.8399374,0.04019444,-0.00080589,2025-01-18 01:00:00
1737165600000,15.51,11.93050701,0.01486658,0.01143597,2025-01-18 02:00:00
1737169200000,-14.79,-1.30547584,-0.0142816,-0.00126044,2025-01-18 03:00:00
1737172800000,-33.49,-1.3742263,-0.03232648,-0.00132607,2025-01-18 04:00:00
1737176400000,-18.75,-2.2973168,-0.01823411,-0.00223375,2025-01-18 05:00:00
1737180000000,-51.04,-3.09434483,-0.04934243,-0.00299004,2025-01-18 06:00:00
1737183600000,-45.51,-3.22352709,-0.04426106,-0.00313377,2025-01-18 07:00:00
1737187200000,-34.52,5.70237856,-0.03342629,0.00551956,2025-01-18 08:00:00
1737190800000,-59.29,-7.89088376,-0.05747422,-0.00764541,2025-01-18 09:00:00
1737194400000,-72.16,-6.86785535,-0.06993289,-0.00665168,2025-01-18 10:00:00
1737198000000,-50.72,4.41436371,-0.04896259,0.00425914,2025-01-18 11:00:00
1737201600000,-64.6,-6.97219247,-0.0624412,-0.00673544,2025-01-18 12:00:00
1737205200000,-47.37,8.17348408,-0.04538843,0.0078274,2025-01-18 13:00:00
1737208800000,-49.43,-4.7129971,-0.04753203,-0.00453008,2025-01-18 14:00:00
1737212400000,-66.77,-3.01953354,-0.0638526,-0.00288584,2025-01-18 15:00:00
1737216000000,-84.78,-34.16299079,-0.08210847,-0.03307025,2025-01-18 16:00:00
1737219600000,-86.08,-55.10346516,-0.08290781,-0.05305698,2025-01-18 17:00:00
1737223200000,-68.62,-49.36120056,-0.06592705,-0.04741528,2025-01-18 18:00:00
1737226800000,-98.37,1.8367296,-0.09424038,0.00175793,2025-01-18 19:00:00
1737230400000,-98.81,-49.41086152,-0.09497727,-0.04747172,2025-01-18 20:00:00
1737234000000,-102.37,-30.62925079,-0.09853759,-0.02946223,2025-01-18 21:00:00
1737237600000,-98.43,-85.26739503,-0.09437988,-0.08174856,2025-01-18 22:00:00
1737241200000,-121.23,-0.02946375,-0.11594718,-2.815e-05,2025-01-18 23:00:00
1737244800000,-92.09,-10.16949696,-0.08845622,-0.00976053,2025-01-19 00:00:00
1737248400000,-106.57,-3.1280383,-0.10199372,-0.00299075,2025-01-19 01:00:00
1737252000000,-110.29,-6.4608196,-0.10516032,-0.00615422,2025-01-19 02:00:00
1737255600000,-130.37,-5.73613285,-0.12418082,-0.00545733,2025-01-19 03:00:00
1737259200000,-125.85,-8.7109279,-0.11982059,-0.00828434,2025-01-19 04:00:00
1737262800000,-112.55,-6.61251998,-0.10707166,-0.00628432,2025-01-19 05:00:00
1737266400000,-129.27,-8.29612944,-0.12245154,-0.00784954,2025-01-19 06:00:00
1737270000000,-171.78,4.88708987,-0.16334002,0.00463917,2025-01-19 07:00:00
1737273600000,-160.04,-33.14506845,-0.15325356,-0.031701,2025-01-19 08:00:00
1737277200000,-150.78,-0.2012717,-0.14319114,-0.00019087,2025-01-19 09:00:00
1737280800000,-184.01,-1.75275462,-0.1755421,-0.00166919,2025-01-19 10:00:00
1737284400000,-163.43,8.7693295,-0.1565973,0.00838884,2025-01-19 11:00:00
1737288000000,-169.51,-29.08287281,-0.16153572,-0.02767764,2025-01-19 12:00:00
1737291600000,-157.48,7.3145947,-0.15003138,0.00695768,2025-01-19 13:00:00
1737295200000,-161.16,-15.6795528,-0.15325219,-0.01488956,2025-01-19 14:00:00
1737298800000,-173.75,-33.37454588,-0.16557656,-0.03176202,2025-01-19 15:00:00
1737302400000,-160.03,-21.34014349,-0.15246309,-0.02030423,2025-01-19 16:00:00
1737306000000,-125.58,-9.25254877,-0.11946824,-0.0087925,2025-01-19 17:00:00
1737309600000,-140.91,-34.41645755,-0.13414519,-0.03273098,2025-01-19 18:00:00
1737313200000,-128.54,-50.264228,-0.12103578,-0.0472949,2025-01-19 19:00:00
1737316800000,-110.26,-34.59822765,-0.10374923,-0.03253205,2025-01-19 20:00:00
1737320400000,-174.44,-26.1712508,-0.16824125,-0.02520516,2025-01-19 21:00:00
1737324000000,-96.76,11.98188928,-0.09356567,0.01157415,2025-01-19 22:00:00
1737327600000,-120.44,-36.38546268,-0.11885733,-0.03587755,2025-01-19 23:00:00
1737331200000,-143.46,-30.93670025,-0.1437554,-0.03096545,2025-01-20 00:00:00
1737334800000,-157.51,-15.91474959,-0.15642625,-0.01578302,2025-01-20 01:00:00
1737338400000,-132.55,-5.66893459,-0.13004479,-0.00555487,2025-01-20 02:00:00
1737342000000,-98.26,0.52728289,-0.09643551,0.00051699,2025-01-20 03:00:00
1737345600000,-109.14,-37.3238258,-0.10675682,-0.03648318,2025-01-20 04:00:00
1737349200000,-113.98,-35.33257607,-0.11136928,-0.03449675,2025-01-20 05:00:00
1737352800000,-185.6,-14.42667388,-0.17267285,-0.01340047,2025-01-20 06:00:00
1737356400000,-155.26,2.2073555,-0.14493937,0.0020576,2025-01-20 07:00:00
1737360000000,-141.85,-21.04502565,-0.13095457,-0.0194069,2025-01-20 08:00:00
1737363600000,-134.37,-8.72488318,-0.12426473,-0.00805935,2025-01-20 09:00:00
1737367200000,-128.89,-35.51469099,-0.11938177,-0.03286632,2025-01-20 10:00:00
1737370800000,-135.63,2.17580714,-0.12530582,0.00200762,2025-01-20 11:00:00
1737374400000,-128.9,-28.09702697,-0.12056014,-0.02625437,2025-01-20 12:00:00
1737378000000,-143.81,-78.99087235,-0.1332113,-0.07312536,2025-01-20 13:00:00
1737381600000,-147.35,-25.17699621,-0.13660385,-0.02331442,2025-01-20 14:00:00
1737385200000,-132.72,-44.5815279,-0.12645059,-0.04243992,2025-01-20 15:00:00
1737388800000,-150.05,-10.3118022,-0.14066698,-0.00965431,2025-01-20 16:00:00
1737392400000,-133.72,-46.40916391,-0.12987149,-0.04503527,2025-01-20 17:00:00
1737396000000,-83.9,-43.05732923,-0.0807269,-0.04141262,2025-01-20 18:00:00
1737399600000,-112.45,-29.0321575,-0.10844655,-0.02797603,2025-01-20 19:00:00
1737403200000,-119.47,-40.84948325,-0.11526606,-0.03938217,2025-01-20 20:00:00
1737406800000,-116.15,-58.362803,-0.11321104,-0.056854,2025-01-20 21:00:00
1737410400000,-135.79,-67.63354936,-0.13106131,-0.06523537,2025-01-20 22:00:00
1737414000000,-114.58,-59.04872417,-0.11204771,-0.05771235,2025-01-20 23:00:00
